Respondent ID_x,Collector ID_x,Start Date_x,End Date_x,IP Address_x,name,ID#_x,location_x,participation_frequency,age_group,profession,Unnamed: 11,training_level,recieved_training_IDD,has_experience_IDD,experience_IDD_count,interaction_frequency_IDD,comfort_level_IDD_pre,PersonCenteredCare_InPractice_pre,BPS_knowledge_pre,SBAR_familiar_pre,familiar_with_OT_pre,familiar_with_IPC_pre,prep_for_collaboration_pre,prior_IPC_experience_pre,yes_other,Unnamed: 26_x,Unnamed: 27_x,prior_IPC_experience_time,frequency_collaboration_pre,How important is it for you to establish trust with other healthcare providers to provide high-quality care for patients?,Respondent ID_y,Collector ID_y,Start Date_y,End Date_y,IP Address_y,Unnamed: 5,ID#_y,location_y,new_exposure_IDD,comfort_level_IDD_post,confidence_level_IDD_post_event,prep_for_collaboration_post,insights_gained,PersonCenteredCare_InPractice_post,BPS_knowledge_post,SBAR_familiar_post,use_or_observe_SBR_post,familiar_with_OT_post,IPC_experience_post,frequency_collaboration_post,interest_IDD_post,trust_in_team_post,respect_IPC,prior_IPC_experience_post,Unnamed: 26_y,Unnamed: 27_y,Unnamed: 28,IPC_value_post,has_experience_event,interest_in_future_events,IPC_negative_impact,child_response_IPC,suggestion
115000000000.0,435224173,2025-09-03 14:10:42,2025-09-03 14:14:52,161.69.57.14,LW,29,Kansas City,This is my first time,35-44,Occupational Therapist,,Practicing Professional,Yes,Yes,More than 2 years,Occasionally (a few times a month),Very uncomfortable,Frequently,Very familiar,5,Neutral,Very familiar,Very prepared,,,,"PT, SLP, behaviorists, teachers, physicians",More than 5 years,Frequently,Very important,119000000000.0,460213498,2025-09-09 13:59:57,2025-09-09 14:04:26,172.59.73.251,OT,29,Kansas City,Yes,Much more comfortable,Very confident,Extremely prepared,The importance of being client centered,Always,Somewhat familiar,Very confident,"Yes, frequently",Very familiar,Somewhat improved,Strongly agree,"Yes, somewhat",Neutral,"Yes, always",,,"Yes, with Dental Providers (Dentists, Hygienists, Assistants)",Paraprofessional,Extremely valuable,Excellent,Yes,"No, not at all",Very positively,Different bus arrival times
115000000000.0,435224173,2025-09-11 11:40:01,2025-09-11 11:42:22,204.137.100.61,MS,34,Kansas City,This is my first time,25-34,Occupational Therapist,,Practicing Professional,Yes,Yes,More than 2 years,Frequently (weekly or more),Very comfortable,Frequently,Very familiar,5,Very familiar,Very familiar,Very prepared,,"Yes, with Occupational Therapists",,"Teachers, physicians, nurses, PTs, SLPs, paraprofessionals, RTs, parents",3-5 years,Sometimes,Very important,119000000000.0,460213498,2025-09-11 11:42:33,2025-09-11 11:49:56,204.137.100.61,OT,34,Kansas City,Yes,Somewhat more comfortable,Very confident,Extremely prepared,"I found that a lot of knowledge of feeding interventions (ex: responsive feeding) is applicable to dental practice. Principles such as providing positive exposure, being child-led, and not forcing anything into a child's mouth is applicable to this setting.",Always,Very familiar,Very confident,"Yes, occasionally",Somewhat familiar,Somewhat improved,Strongly agree,"Yes, significantly",Neutral,"Yes, always",,"Yes, with Occupational Therapists","Yes, with Dental Providers (Dentists, Hygienists, Assistants)",,Extremely valuable,Excellent,Yes,"No, not at all",Very positively,"It was a wonderful event! Some suggestions I have: -If possible, have the professionals change locations rather than having children switch rooms for treatment to minimize transition time. -Provide teachers with a social story and/or some of the equipment to touch and feel prior to the experience to prime them -Provide training to paraprofessionals on the intent of this experience (i.e do not lie/force children into dental rooms. This breaks trust) -Have fewer, more targeted visuals. Collaborate with the dentists prior to treatment to see which plan will be used -Provide training to dental staff on communicating with the IDD community (reduce filler language, use first/then, do not use abstract language, do not ask complicated open ended questions, just in general language simplification--I.E saying ""please sit"" rather than ""hi buddy, I'm going to have you sit down in the chair for me okay?"") I would love to chat more!"
115000000000.0,435224173,2025-04-04 9:02:27,2025-04-04 9:05:38,151.181.86.220,NW,38,Buffalo,1-2 times,25-34,Occupational Therapist,,Practicing Professional,Yes,Yes,More than 2 years,Occasionally (a few times a month),Very comfortable,Frequently,Very familiar,5,Very familiar,Very familiar,Very prepared,,"Yes, with Occupational Therapists","Yes, with Dental Providers (Dentists, Hygienists, Assistants)","Physiotherapists, physicians, social workers, psychiatrists & residents",1-2 years,Always,Very important,119000000000.0,460213498,2025-04-04 13:32:04,2025-04-29 13:28:17,151.181.86.220,OT,38,Buffalo,No,Somewhat more comfortable,Very confident,Very prepared,Patience and following the lead of the hygenist,Always,Somewhat familiar,Very confident,"Yes, frequently",Very familiar,Improved significantly,Somewhat agree,"Yes, somewhat","Yes, significantly",Neutral,,,"Yes, with Dental Providers (Dentists, Hygienists, Assistants)",,Somewhat valuable,Good,Yes,"Yes, somewhat",Somewhat positively,"More education for the dentists on the role of OT with dental care. Maybe a pamphlet of specific role OTs have with desensitization of tools, SADE, TSD, use of sensory processing techniques, etc."
115000000000.0,435224173,2025-04-04 9:03:58,2025-04-04 9:08:11,216.79.19.21,RD,42,Buffalo,1-2 times,55+,Hygenist,,Practicing Professional,No,Yes,More than 2 years,Frequently (weekly or more),Very comfortable,Frequently,Very familiar,5,Very familiar,Very familiar,Very prepared,,"Yes, with Occupational Therapists","Yes, with Dental Providers (Dentists, Hygienists, Assistants)",,3-5 years,Frequently,Very important,119000000000.0,460213498,2025-04-04 13:56:05,2025-04-29 13:19:44,216.79.19.21,hygienist,42,Buffalo,Yes,Much more comfortable,Very confident,Extremely prepared,OT is very beneficial to patient compliance.,Always,Very familiar,Very confident,"Yes, frequently",Very familiar,Somewhat improved,Strongly agree,"Yes, significantly","Yes, significantly","Yes, always",,"Yes, with Occupational Therapists","Yes, with Dental Providers (Dentists, Hygienists, Assistants)",,Extremely valuable,Excellent,Yes,"No, not at all",Very positively,None at this time
115000000000.0,435224173,2025-04-04 9:02:24,2025-04-04 9:08:22,151.181.86.223,AE,1,Buffalo,This is my first time,18-24,Occupational Therapist Student,,Fourth-year student,No,Yes,6 months-1 year,Rarely (less than once a month),Neutral,Frequently,Very familiar,4,Somewhat familiar,Somewhat familiar,Very prepared,,"Yes, with Occupational Therapists",,"Physical therapists, doctors",Less than 1 year,Never,Very important,119000000000.0,460213498,2025-04-04 13:52:33,2025-04-29 13:21:22,174.208.40.222,OT student,1,Buffalo,Yes,Much more comfortable,Somewhat confident,Very prepared,Talking to them at their level and connecting based on their interests,Always,Very familiar,Somewhat confident,"Yes, occasionally",Very familiar,Somewhat improved,Somewhat agree,"Yes, somewhat","Yes, somewhat","Yes, always",,"Yes, with Occupational Therapists","Yes, with Dental Providers (Dentists, Hygienists, Assistants)",,Neutral,Good,Maybe,"No, not at all",Somewhat positively,
115000000000.0,435224173,2025-04-11 8:59:14,2025-04-11 9:02:15,199.76.117.20,AK,4,Pittsburgh,This is my first time,18-24,Occupational Therapist Student,,Postgraduate/Resident,Yes,Yes,1-2 years,Occasionally (a few times a month),Somewhat comfortable,Frequently,Very familiar,4,Very familiar,Very familiar,Somewhat prepared,,,,Speech and PT,1-2 years,Frequently,Very important,119000000000.0,460213498,2025-04-26 9:30:46,2025-04-29 13:38:51,174.181.12.190,OT student,4,Pittsburgh,Yes,Much more comfortable,Very confident,Extremely prepared,Being able to manage and interact with children with IDD.,Always,Very familiar,Very confident,"Yes, frequently",Very familiar,Improved significantly,Strongly agree,"Yes, significantly","Yes, significantly","Yes, always",,"Yes, with Occupational Therapists","Yes, with Dental Providers (Dentists, Hygienists, Assistants)",,Extremely valuable,Excellent,Yes,"No, not at all",Very positively,More space and activities for the children with IDD
115000000000.0,435224173,2025-04-11 8:59:14,2025-04-11 9:02:47,199.76.117.21,BBR,8,Pittsburgh,This is my first time,25-34,Occupational Therapist Student,,Postgraduate/Resident,Yes,Yes,More than 2 years,Frequently (weekly or more),Very comfortable,Frequently,Very familiar,4,Neutral,Somewhat familiar,Somewhat prepared,,"Yes, with Occupational Therapists",,,3-5 years,Frequently,Very important,119000000000.0,460213498,2025-04-28 7:16:14,2025-04-29 13:31:03,136.142.159.1,OT student,8,Pittsburgh,No,About the same as before,Very confident,Extremely prepared,I gained exposure to interacting with children with IDD in a dental environment.,Always,Very familiar,Very confident,"No, but I think it could have been useful",Very familiar,Somewhat improved,Somewhat agree,"Yes, significantly",Neutral,"Yes, always",,"Yes, with Occupational Therapists",,,Neutral,Neutral,Maybe,Neutral,Very positively,Increased structure for sensory room and additional administrative supports to ease transition from check in to appointment.
115000000000.0,435224173,2025-04-04 13:41:22,2025-04-04 13:45:38,104.28.79.145,IS,17,Buffalo,This is my first time,18-24,Other (please specify),Health Professions Graduate,Postgraduate/Resident,Yes,Yes,More than 2 years,Frequently (weekly or more),Very comfortable,Frequently,Very familiar,4,Very familiar,Somewhat familiar,Very prepared,"No, I have not worked on an interprofessional team",,,,Not applicable,Sometimes,Very important,119000000000.0,460213498,2025-04-04 13:46:03,2025-04-29 13:25:58,104.28.77.167,other - health prof grad,17,Buffalo,Yes,Much more comfortable,Somewhat confident,Very prepared,"A few valuable skills I gained were in regards to communication, empathy, and patience. I think watching diverse needs and understanding different calming techniques was a large insight I’ve gained from this experience. The experience also enhances your understanding of accessibility, crisis management, and the importance of inclusive care regardless of age or disability.",Always,Very familiar,Very confident,"Yes, occasionally",Somewhat familiar,Improved significantly,Somewhat agree,"Yes, significantly","Yes, significantly","Yes, always",,"Yes, with Occupational Therapists","Yes, with Dental Providers (Dentists, Hygienists, Assistants)",,Extremely valuable,Excellent,Yes,"Yes, somewhat",Very positively,I think the event went wonderful and it was an honor to work with the staff and see how different professionals work together.
115000000000.0,435224173,2025-04-04 9:02:28,2025-04-04 9:05:53,172.58.240.36,JT,24,Buffalo,1-2 times,18-24,Occupational Therapist Student,,Fourth-year student,No,No,Not Applicable,Rarely (less than once a month),Neutral,Frequently,Very familiar,4,Neutral,Very familiar,Somewhat prepared,,,,"PT, Nursing, SLP",Less than 1 year,Sometimes,Very important,119000000000.0,460213498,2025-04-04 13:39:47,2025-04-29 13:27:42,172.58.240.206,OT,24,Buffalo,Yes,About the same as before,Neutral,Somewhat prepared,Thinking on the spot,Frequently,Somewhat familiar,Slightly confident,"Yes, occasionally",Neutral,Improved slightly,Somewhat agree,"Yes, somewhat","Yes, somewhat","Yes, most of the time",,"Yes, with Occupational Therapists","Yes, with Dental Providers (Dentists, Hygienists, Assistants)",,Extremely valuable,Excellent,Yes,"Yes, somewhat",Somewhat positively,
115000000000.0,435224173,2025-04-11 8:59:18,2025-04-11 9:02:59,199.76.117.26,KC,25,Pittsburgh,This is my first time,18-24,Occupational Therapist Student,,Third-year student,Yes,Yes,1-2 years,Frequently (weekly or more),Very comfortable,Frequently,Very familiar,4,Very familiar,Very familiar,Very prepared,,"Yes, with Occupational Therapists",,"PT, SLP, nursing, PA",1-2 years,Frequently,Very important,119000000000.0,460213498,2025-04-11 9:00:16,2025-04-29 13:41:14,199.76.117.26,OT,25,Pittsburgh,Yes,Much more comfortable,Very confident,Extremely prepared,How to create a quiet space in a very busy environment,Always,Very familiar,Somewhat confident,"Yes, frequently",Very familiar,Somewhat improved,Strongly agree,"Yes, significantly","Yes, significantly","Yes, always",,"Yes, with Occupational Therapists","Yes, with Dental Providers (Dentists, Hygienists, Assistants)",,Extremely valuable,Good,Yes,"No, not at all",Very positively,"Improved day of coordination, increased number of chairs and dentists in the IDD space to improve timeliness."
115000000000.0,435224173,2025-09-08 21:56:44,2025-09-08 21:59:12,166.199.99.128,SW,46,Kansas City,More than 5 times,35-44,Dentist,,Practicing Professional,Yes,Yes,More than 2 years,Frequently (weekly or more),Very comfortable,Frequently,Very familiar,4,Somewhat familiar,Very familiar,Very prepared,,,"Yes, with Dental Providers (Dentists, Hygienists, Assistants)",ABA therapists,Not applicable,Always,Very important,119000000000.0,460213498,2025-09-09 20:40:17,2025-09-09 20:47:19,12.75.40.124,Dentist,46,Kansas City,Yes,About the same as before,Very confident,Very prepared,Use of visual aids/hands-on sensory items.,Always,Very familiar,Somewhat confident,"Yes, occasionally",Somewhat familiar,Somewhat improved,Somewhat disagree,Neutral,"Yes, somewhat","Yes, most of the time",,"Yes, with Occupational Therapists","Yes, with Dental Providers (Dentists, Hygienists, Assistants)",,Somewhat valuable,Good,Yes,"No, not at all",Somewhat negatively,"I believe the workflow could be improved. Although OT was the initial provider to engage with the patients, by the time they reached the dental providers, we were often the second or even third person they interacted with. As a treatment provider, I noticed that many of the children had already expended much of their energy, making it difficult to successfully complete an examination, let alone cleaning or restorative procedures in most cases. In the future, it might be more effective to have OT and dental professionals working together more closely. For example, OT could begin the session using visual aids and imagery to help prepare the patient, while the dentist observes and picks up on specific cues, behavior management techniques, and preferred communication strategies. This would help build a smoother transition into the dental treatment phase. Additionally, improved communication and handoff between OT and dental providers would be beneficial. There were several instances where patients were simply passed off to the dental team without a proper introduction or transition, which made it more challenging to establish rapport. Overall, it was a great event with a lot of potential, and I’m confident that with a few adjustments, the experience could be even more effective for both providers and patients."
115000000000.0,435224173,2025-04-04 9:04:09,2025-04-04 9:09:42,172.56.7.106,TG,48,Buffalo,1-2 times,35-44,Occupational Therapist,,Practicing Professional,Yes,Yes,More than 2 years,Frequently (weekly or more),Very comfortable,Frequently,Very familiar,3,Very familiar,Very familiar,Very prepared,,"Yes, with Occupational Therapists","Yes, with Dental Providers (Dentists, Hygienists, Assistants)","MD, nurse, PT, dietician, Rec therapist, resp therapist, educators, teachers",1-2 years,Sometimes,Very important,119000000000.0,460213498,2025-04-04 13:51:37,2025-04-29 13:25:22,172.56.5.243,OT,48,Buffalo,Yes,Somewhat more comfortable,Very confident,Extremely prepared,Every child teaches you new things about how to interact with children and especially kiddos with IDD,Always,Very familiar,Very confident,"Yes, occasionally",Very familiar,Improved significantly,Strongly agree,"Yes, significantly","Yes, significantly","Yes, always",,"Yes, with Occupational Therapists","Yes, with Dental Providers (Dentists, Hygienists, Assistants)",,Extremely valuable,Excellent,Yes,"No, not at all",Very positively,Provide teachers with the children's schedule ahead of time (
115000000000.0,435224173,2025-09-03 14:10:21,2025-09-03 14:13:00,70.122.168.66,BB,7,Kansas City,This is my first time,18-24,Occupational Therapist Student,,Second-year student,No,Yes,Less than 1 month,Never,Somewhat comfortable,Frequently,Very familiar,2,Not familiar at all,Very familiar,Neutral,"No, I have not worked on an interprofessional team",,,,Not applicable,Never,Very important,119000000000.0,460213498,2025-09-09 14:00:27,2025-09-09 14:03:10,206.107.134.46,OT student,7,Kansas City,Yes,Much more comfortable,Somewhat confident,Very prepared,All kids are different,Always,Somewhat familiar,Somewhat confident,"Yes, frequently",Very familiar,Somewhat improved,Somewhat agree,"Yes, somewhat","Yes, somewhat","Yes, most of the time",,,"Yes, with Dental Providers (Dentists, Hygienists, Assistants)",,Extremely valuable,Excellent,Yes,"No, not at all",Very positively,More structure
115000000000.0,435224173,2025-09-04 10:46:17,2025-09-04 11:01:35,108.147.176.107,AH,3,Kansas City,More than 5 times,35-44,Hygenist,,Practicing Professional,Yes,Yes,More than 2 years,Rarely (less than once a month),Somewhat comfortable,Frequently,Very familiar,1,Not familiar at all,Somewhat familiar,Somewhat prepared,,,"Yes, with Dental Providers (Dentists, Hygienists, Assistants)",,More than 5 years,Sometimes,Very important,119000000000.0,460213498,2025-09-09 14:00:20,2025-09-09 14:04:56,108.147.176.107,hygienist,3,Kansas City,Yes,Much more comfortable,Very confident,Extremely prepared,I loved the additional tools they brought in for the children with IDD,Always,Very familiar,Not confident at all,"No, but I think it could have been useful",Very familiar,Improved significantly,Strongly agree,"Yes, significantly","Yes, significantly","Yes, always",,"Yes, with Occupational Therapists","Yes, with Dental Providers (Dentists, Hygienists, Assistants)",Administrative team,Extremely valuable,Excellent,Yes,"No, no really at all",Very positively,Moving the chair to face the wall and not the door where people were coming in and out.
